instrumentToken|instrumentName|name|lastPrice|expiry|strike|tickSize|lotSize|instrumentType|segment|exchange|isin|multiplier|exchangeToken|OptionType 
11584|721IIFCL22A|Sec Tax Free Red Non Conv Bonds Ser IV-A - 7.21% Per Annum.|1074094.26|0|0|0.010000|1|ZZ|-|BSE|INE787H07107|1|972789|- 
21856|846IIFCL28B|Sec Tax Free Red Non Conv Bonds Ser VI - B - 8.46% Per Annum.|1288041.9|0|0|0.010000|1|ZZ|-|BSE|INE787H07214|1|949450|- 
25177|MFLI24|Secured Redeemable NCDs  - Ser I - Cat. I & II 6.75% Monthly Coupon.|990|0|0|0.010000|1|ZZ|-|BSE|INE414G07FJ9|1|937349|- 
25186|MFLII26|Secured Redeemable NCDs  - Ser II - Cat. I & II 7.10% Monthly Coupon.|960.01|0|0|0.010000|1|ZZ|-|BSE|INE414G07FK7|1|937351|- 
25187|MFLIII24|Secured Redeemable NCDs  - Ser III - Cat. I & II 7.00% Per Annum.|1035|0|0|0.010000|1|ZZ|-|BSE|INE414G07FL5|1|937353|- 
25189|MFLIV26|Secured Redeemable NCDs  - Ser IV - Cat. I & II 7.35% Per Annum.|1026.8|0|0|0.010000|1|ZZ|-|BSE|INE414G07FM3|1|937355|- 
26754|MFLV24|Secured Redeemable NCDs  - Ser V - Cat. I & II Zero Coupon.|1125|0|0|0.010000|1|ZZ|-|BSE|INE414G07FN1|1|937357|- 
26756|MFLVI26|Secured Redeemable NCDs  - Ser VI - Cat. I & II Zero Coupon.|1125.72|0|0|0.010000|1|ZZ|-|BSE|INE414G07FO9|1|937359|- 
148734|0KSFL23|Secured Redeemable NCDs -  Series I - Zero Coupon.|1030|0|0|0.010000|1|ZZ|-|BSE|INE403Q07CA7|1|937689|- 
125484|85KFL23|Secured Redeemable NCDs -  Series II - 8.50% Monthly Coupon.|985|0|0|0.010000|1|ZZ|-|BSE|INE403Q07BV5|1|937477|- 
148735|850KSFL23|Secured Redeemable NCDs -  Series II - 8.50% Monthly Coupon.|982|0|0|0.010000|1|ZZ|-|BSE|INE403Q07CE9|1|937691|- 
43776|925KFL23|Secured Redeemable NCDs -  Series II - 9.25% Monthly Coupon.|990|0|0|0.010000|1|ZZ|-|BSE|INE403Q07BN2|1|937389|- 
26615|95KFL20|Secured Redeemable NCDs -  Series II - 9.50% Monthly Coupon.|994|0|0|0.010000|1|ZZ|-|BSE|INE403Q07BF8|1|937277|- 
93982|10KFL23A|Secured Redeemable NCDs -  Series III - 10.00% Monthly Coupon.|995|0|0|0.010000|1|ZZ|-|BSE|INE403Q07BA9|1|937197|- 
14469|10KFL22C|Secured Redeemable NCDs -  Series III - 10.00% Monthly Coupon.|995|0|0|0.010000|1|ZZ|-|BSE|INE403Q07AS3|1|936983|- 
148736|9KSFL24|Secured Redeemable NCDs -  Series III - 9.00% Monthly Coupon.|1000|0|0|0.010000|1|ZZ|-|BSE|INE403Q07CF6|1|937693|- 
125485|925KFL24|Secured Redeemable NCDs -  Series III - 9.25% Monthly Coupon.|988|0|0|0.010000|1|ZZ|-|BSE|INE403Q07BW3|1|937479|- 
26616|0KFL23B|Secured Redeemable NCDs -  Series III - Zero Coupon.|1179|0|0|0.010000|1|ZZ|-|BSE|INE403Q07BG6|1|937279|- 
43777|925KFL23A|Secured Redeemable NCDs -  Series III - Zero Coupon.|1140|0|0|0.010000|1|ZZ|-|BSE|INE403Q07BO0|1|937391|- 
43778|10KFL24C|Secured Redeemable NCDs -  Series IV - 10.00% Monthly Coupon.|995|0|0|0.010000|1|ZZ|-|BSE|INE403Q07BP7|1|937393|- 
26617|10KFL24B|Secured Redeemable NCDs -  Series IV - 10.00% Monthly Coupon.|1000|0|0|0.010000|1|ZZ|-|BSE|INE403Q07BH4|1|937281|- 
14470|1052KFL22|Secured Redeemable NCDs -  Series IV - Zero Coupon.|1314|0|0|0.010000|1|ZZ|-|BSE|INE403Q07AT1|1|936985|- 
10423|IML251021A|Secured Redeemable NCDs -  Series IV - Zero Coupon.|1061.2|0|0|0.010000|1|ZZ|-|BSE|INE0BUS07056|1|937733|- 
148737|0KSFL24|Secured Redeemable NCDs -  Series IV - Zero Coupon.|1065|0|0|0.010000|1|ZZ|-|BSE|INE403Q07CB5|1|937695|- 
125486|0KFL24E|Secured Redeemable NCDs -  Series IV - Zero Coupon.|1104|0|0|0.010000|1|ZZ|-|BSE|INE403Q07BX1|1|937481|- 
93983|KFL29MAY20A|Secured Redeemable NCDs -  Series IV - Zero Coupon.|1255|0|0|0.010000|1|ZZ|-|BSE|INE403Q07BB7|1|937199|- 
125487|10KFL24D|Secured Redeemable NCDs -  Series V - 10.00% Monthly Coupon.|995|0|0|0.010000|1|ZZ|-|BSE|INE403Q07BY9|1|937483|- 
148738|10KSFL25|Secured Redeemable NCDs -  Series V - 10.00% Monthly Coupon.|999|0|0|0.010000|1|ZZ|-|BSE|INE403Q07CG4|1|937697|- 
14284|0KFL23A|Secured Redeemable NCDs -  Series V - Zero Coupon.|1280|0|0|0.010000|1|ZZ|-|BSE|INE403Q07AI4|1|936616|- 
26618|0KFL24C|Secured Redeemable NCDs -  Series V - Zero Coupon.|1164|0|0|0.010000|1|ZZ|-|BSE|INE403Q07BI2|1|937283|- 
93984|KFL29MAY20B|Secured Redeemable NCDs -  Series V - Zero Coupon.|1144|0|0|0.010000|1|ZZ|-|BSE|INE403Q07BC5|1|937201|- 
14471|1067KFL23|Secured Redeemable NCDs -  Series V - Zero Coupon.|1245|0|0|0.010000|1|ZZ|-|BSE|INE403Q07AU9|1|936987|- 
39986|0KFL23AA|Secured Redeemable NCDs -  Series V - Zero Coupon.|1333|0|0|0.010000|1|ZZ|-|BSE|INE403Q07AO2|1|936772|- 
43779|0KFL25C|Secured Redeemable NCDs -  Series V - Zero Coupon.|1164|0|0|0.010000|1|ZZ|-|BSE|INE403Q07BQ5|1|937395|- 
39987|10KFL24A|Secured Redeemable NCDs -  Series VI - 10.00% Monthly Coupon.|868|0|0|0.010000|1|ZZ|-|BSE|INE403Q07AP9|1|936774|- 
14285|10KFL24|Secured Redeemable NCDs -  Series VI - 10.00% Monthly Coupon.|1000|0|0|0.010000|1|ZZ|-|BSE|INE403Q07AJ2|1|936618|- 
26619|0KFL24D|Secured Redeemable NCDs -  Series VI - Zero Coupon.|1160|0|0|0.010000|1|ZZ|-|BSE|INE403Q07BJ0|1|937285|- 
93985|KFL29MAY20C|Secured Redeemable NCDs -  Series VI - Zero Coupon.|980.2|0|0|0.010000|1|ZZ|-|BSE|INE403Q07BD3|1|937203|- 
125488|0KFL25D|Secured Redeemable NCDs -  Series VI - Zero Coupon.|1135|0|0|0.010000|1|ZZ|-|BSE|INE403Q07BZ6|1|937485|- 
14487|1071KFL25|Secured Redeemable NCDs -  Series VI - Zero Coupon.|1280|0|0|0.010000|1|ZZ|-|BSE|INE403Q07AV7|1|936989|- 
148739|0KSFL25|Secured Redeemable NCDs -  Series VI - Zero Coupon.|1074|0|0|0.010000|1|ZZ|-|BSE|INE403Q07CC3|1|937699|- 
43780|0KFL26B|Secured Redeemable NCDs -  Series VI - Zero Coupon.|1115|0|0|0.010000|1|ZZ|-|BSE|INE403Q07BR3|1|937397|- 
26620|1025KFL27A|Secured Redeemable NCDs -  Series VII - 10.25% Monthly Coupon.|980|0|0|0.010000|1|ZZ|-|BSE|INE403Q07BK8|1|937287|- 
14488|1025KFL26B|Secured Redeemable NCDs -  Series VII - 10.25% Monthly Coupon.|993|0|0|0.010000|1|ZZ|-|BSE|INE403Q07AW5|1|936991|- 
148740|9KSFL27|Secured Redeemable NCDs -  Series VII - 9.00% Monthly Coupon.|1000|0|0|0.010000|1|ZZ|-|BSE|INE403Q07CH2|1|937701|- 
18508|IML251021B|Secured Redeemable NCDs -  Series VII - Zero Coupon.|960|0|0|0.010000|1|ZZ|-|BSE|INE0BUS07080|1|937739|- 
26623|0KFL27|Secured Redeemable NCDs -  Series VIII - Zero Coupon.|890|0|0|0.010000|1|ZZ|-|BSE|INE403Q07BL6|1|937289|- 
148741|0KSFL28|Secured Redeemable NCDs -  Series VIII - Zero Coupon.|1004.5|0|0|0.010000|1|ZZ|-|BSE|INE403Q07CD1|1|937703|- 
14491|1041KFL26|Secured Redeemable NCDs -  Series VIII - Zero Coupon.|1200|0|0|0.010000|1|ZZ|-|BSE|INE403Q07AX3|1|936993|- 
18123|SRTRANSFIN|Secured Redeemable NCDs - Series I - 8.93% Monthly Coupon.|1013.34|0|0|0.010000|1|YH|-|BSE|INE721A07NT3|1|936228|- 
114729|SRTRANSFIN|Secured Redeemable NCDs - Series I - 9.12% Monthly Coupon.|1002.04|0|0|0.010000|1|YO|-|BSE|INE721A07OB9|1|936324|- 
18124|SRTRANSFIN|Secured Redeemable NCDs - Series II - 9.03% Monthly Coupon.|1095|0|0|0.010000|1|YI|-|BSE|INE721A07NU1|1|936230|- 
114730|SRTRANSFIN|Secured Redeemable NCDs - Series II - 9.30% Monthly Coupon.|1064|0|0|0.010000|1|YP|-|BSE|INE721A07OC7|1|936326|- 
21000|10MFL23|Secured Redeemable NCDs - Series III - 10.00% Monthly Coupon.|1017|0|0|0.010000|1|ZZ|-|BSE|INE522D07AI9|1|936360|- 
15161|101JMFCSL23|Secured Redeemable NCDs - Series III - 10.10% Per Annum.|1101|0|0|0.010000|1|ZZ|-|BSE|INE651J07663|1|936380|- 
10371|1050IML23|Secured Redeemable NCDs - Series III - 10.50% Monthly coupon.|1000|0|0|0.010000|1|ZZ|-|BSE|INE0BUS07049|1|937731|- 
40342|ERFLNCDI|Secured Redeemable NCDs - Series III - 8.65% Monthly Coupon.|971.35|0|0|0.010000|1|N3|-|BSE|INE528S07094|1|936126|- 
107950|925AHFL23|Secured Redeemable NCDs - Series III - 9.25% Monthly coupon.|1003.22|0|0|0.010000|1|ZZ|-|BSE|INE538L07502|1|936316|- 
13054|ECLFINANCE|Secured Redeemable NCDs - Series III - 9.25% Monthly Coupon.|994|0|0|0.010000|1|NG|-|BSE|INE804I075Y4|1|936246|- 
92593|95JMFCSL23|Secured Redeemable NCDs - Series III - 9.50% Per Annum.|1039|0|0|0.010000|1|ZZ|-|BSE|INE651J07606|1|936220|- 
23075|975MHIL24|Secured Redeemable NCDs - Series III - 9.75% Monthly Coupon.|1009.86|0|0|0.010000|1|ZZ|-|BSE|INE652X07035|1|936642|- 
89376|ECLFINANCE|Secured Redeemable NCDs - Series III - 9.95% Monthly Coupon.|999|0|0|0.010000|1|NO|-|BSE|INE804I077Z7|1|936392|- 
63175|RHFL|Secured Redeemable NCDs - Series III A - 9.00%. Per Annum.|1050|0|0|0.010000|1|N5|-|BSE|INE217K07AF7|1|935910|- 
63176|RHFL|Secured Redeemable NCDs - Series III B - 9.15%. Per Annum.|429|0|0|0.010000|1|N6|-|BSE|INE217K07AG5|1|935912|- 
38800|1025MHFL24|Secured Redeemable NCDs - Series IV - 10.25% Monthly coupon.|1016|0|0|0.010000|1|ZZ|-|BSE|INE360T07058|1|936953|- 
89380|ECLFINANCE|Secured Redeemable NCDs - Series IV - 10.40% Per Annum.|1063|0|0|0.010000|1|NP|-|BSE|INE804I078Z5|1|936394|- 
40343|ERFLNCDI|Secured Redeemable NCDs - Series IV - 9.00% Per Annum.|1039|0|0|0.010000|1|N4|-|BSE|INE528S07102|1|936128|- 
92594|911JMFCSL23|Secured Redeemable NCDs - Series IV - 9.11% Monthly Coupon.|1004|0|0|0.010000|1|ZZ|-|BSE|INE651J07614|1|936222|- 
18126|SRTRANSFIN|Secured Redeemable NCDs - Series IV - 9.30% Per Annum.|1032|0|0|0.010000|1|YK|-|BSE|INE721A07NW7|1|936234|- 
114732|SRTRANSFIN|Secured Redeemable NCDs - Series IV - 9.50% Per Annum.|1012|0|0|0.010000|1|YR|-|BSE|INE721A07OE3|1|936330|- 
107951|965AHFL23|Secured Redeemable NCDs - Series IV - 9.65% Per Annum.|1001|0|0|0.010000|1|ZZ|-|BSE|INE538L07510|1|936318|- 
15166|967JMFCSL23|Secured Redeemable NCDs - Series IV - 9.67% Monthly Coupon.|1020|0|0|0.010000|1|ZZ|-|BSE|INE651J07671|1|936382|- 
50140|IBUCCREDIT|Secured Redeemable NCDs - Series IV - Category III & IV - 8.66% Monthly coupon.|1000|0|0|0.010000|1|N7|-|BSE|INE244L07127|1|936270|- 
13057|ECLFINANCE|Secured Redeemable NCDs - Series IV - Zero Coupon.|1450|0|0|0.010000|1|NH|-|BSE|INE804I076Y2|1|936248|- 
13798|92SEFL28|Secured Redeemable NCDs - Series IX - 9.20% Monthly coupon.|278.84|0|0|0.010000|1|ZZ|-|BSE|INE881J07FJ3|1|936186|- 
23081|0MHIL24|Secured Redeemable NCDs - Series IX - Zero Coupon.|1400|0|0|0.010000|1|ZZ|-|BSE|INE652X07092|1|936654|- 
21013|MFL29NOV18C|Secured Redeemable NCDs - Series IX - Zero Coupon.|1480|0|0|0.010000|1|ZZ|-|BSE|INE522D07AO7|1|936372|- 
15179|1025JFCSL28|Secured Redeemable NCDs - Series V - 10.25% Per Annum.|1170|0|0|0.010000|1|ZZ|-|BSE|INE651J07689|1|936384|- 
38801|1065MHFL24|Secured Redeemable NCDs - Series V - 10.65% Per Annum.|1080|0|0|0.010000|1|ZZ|-|BSE|INE360T07066|1|936955|- 
10424|1075IML24|Secured Redeemable NCDs - Series V - 10.75% Monthly coupon.|1000|0|0|0.010000|1|ZZ|-|BSE|INE0BUS07064|1|937735|- 
29110|IBULHSGFIN|Secured Redeemable NCDs - Series V - 8.65% Monthly Coupon.|970|0|0|0.010000|1|N8|-|BSE|INE148I07GJ7|1|935856|- 
40344|ERFLNCDI|Secured Redeemable NCDs - Series V - 8.88% Monthly Coupon.|912|0|0|0.010000|1|N5|-|BSE|INE528S07110|1|936130|- 
107952|935AHFL28|Secured Redeemable NCDs - Series V - 9.35% Monthly coupon.|1026.5|0|0|0.010000|1|ZZ|-|BSE|INE538L07528|1|936320|- 
18134|SRTRANSFIN|Secured Redeemable NCDs - Series V - 9.40% Per Annum.|1067|0|0|0.010000|1|YL|-|BSE|INE721A07NX5|1|936236|- 
13074|ECLFINANCE|Secured Redeemable NCDs - Series V - 9.65% Per Annum.|999.21|0|0|0.010000|1|NI|-|BSE|INE804I077Y0|1|936250|- 
114733|SRTRANSFIN|Secured Redeemable NCDs - Series V - 9.70% Per Annum.|1060|0|0|0.010000|1|YS|-|BSE|INE721A07OF0|1|936332|- 
92595|975JMFCSL28|Secured Redeemable NCDs - Series V - 9.75% Per Annum.|1061|0|0|0.010000|1|ZZ|-|BSE|INE651J07622|1|936224|- 
50141|IBUCCREDIT|Secured Redeemable NCDs - Series V - Category I & II - 8.90% Per Annum.|1000|0|0|0.010000|1|N8|-|BSE|INE244L07135|1|936272|- 
50142|IBUCCREDIT|Secured Redeemable NCDs - Series V - Category III & IV - 9.00% Per Annum.|984.9|0|0|0.010000|1|N9|-|BSE|INE244L07143|1|936274|- 
89381|ECLFINANCE|Secured Redeemable NCDs - Series V - Zero Coupon.|1440|0|0|0.010000|1|NQ|-|BSE|INE804I079Z3|1|936396|- 
64857|0KFLSRV|Secured Redeemable NCDs - Series V - Zero Coupon.|1436|0|0|0.010000|1|ZZ|-|BSE|INE403Q07AC7|1|936444|- 
64858|10KFLSRVI|Secured Redeemable NCDs - Series VI - 10.00% Monthly Coupon.|983.57|0|0|0.010000|1|ZZ|-|BSE|INE403Q07AD5|1|936446|- 
23078|10MHIL24|Secured Redeemable NCDs - Series VI - 10.00% Per Annum.|1041.1|0|0|0.010000|1|ZZ|-|BSE|INE652X07068|1|936648|- 
58000|1005SEFL24|Secured Redeemable NCDs - Series VI - 10.05% Monthly Coupon.|288.8|0|0|0.010000|1|ZZ|-|BSE|INE881J07FR6|1|936428|- 
89382|ECLFINANCE|Secured Redeemable NCDs - Series VI - 10.15% Monthly Coupon.|1000|0|0|0.010000|1|NR|-|BSE|INE804IA7014|1|936398|- 
65387|1025SEFL24A|Secured Redeemable NCDs - Series VI - 10.25% Monthly Coupon.|308|0|0|0.010000|1|ZZ|-|BSE|INE872A07VB5|1|936668|- 
21007|1040MFL23|Secured Redeemable NCDs - Series VI - 10.40% Per Annum.|1120|0|0|0.010000|1|ZZ|-|BSE|INE522D07AL3|1|936366|- 
11199|1075IML24A|Secured Redeemable NCDs - Series VI - 10.75% Per Annum.|1000|0|0|0.010000|1|ZZ|-|BSE|INE0BUS07072|1|937737|- 
13789|9SEFL23A|Secured Redeemable NCDs - Series VI - 9.00% Monthly coupon.|285.2|0|0|0.010000|1|ZZ|-|BSE|INE881J07FG9|1|936180|- 
40345|ERFLNCDI|Secured Redeemable NCDs - Series VI - 9.25% Per Annum.|940.8|0|0|0.010000|1|N6|-|BSE|INE528S07128|1|936132|- 
92596|934JMFCS28|Secured Redeemable NCDs - Series VI - 9.34% Per Annum.|1055|0|0|0.010000|1|ZZ|-|BSE|INE651J07630|1|936226|- 
13075|ECLFINANCE|Secured Redeemable NCDs - Series VI - 9.43% Monthly Coupon.|958.1|0|0|0.010000|1|NJ|-|BSE|INE804I078Y8|1|936252|- 
107953|975AHFL28|Secured Redeemable NCDs - Series VI - 9.75% Per Annum.|1049.95|0|0|0.010000|1|ZZ|-|BSE|INE538L07536|1|936322|- 
15291|981JMFCSL28|Secured Redeemable NCDs - Series VI - 9.81% Monthly Coupon.|1091|0|0|0.010000|1|ZZ|-|BSE|INE651J07697|1|936386|- 
50143|IBUCCREDIT|Secured Redeemable NCDs - Series VI - Category I & II - 8.75% Monthly coupon.|1010|0|0|0.010000|1|NA|-|BSE|INE244L07150|1|936276|- 
50144|IBUCCREDIT|Secured Redeemable NCDs - Series VI - Category III & IV - 8.84% Monthly coupon.|931|0|0|0.010000|1|NB|-|BSE|INE244L07168|1|936278|- 
38802|0MHFL24|Secured Redeemable NCDs - Series VI - Zero Coupon.|1365|0|0|0.010000|1|ZZ|-|BSE|INE360T07074|1|936957|- 
29111|IBULHSGFIN|Secured Redeemable NCDs - Series VI A - 8.85%. Per Annum.|960|0|0|0.010000|1|N9|-|BSE|INE148I07GK5|1|935858|- 
29112|IBULHSGFIN|Secured Redeemable NCDs - Series VI B - 9.00%. Per Annum.|910|0|0|0.010000|1|NA|-|BSE|INE148I07GL3|1|935860|- 
58001|105SEFL24|Secured Redeemable NCDs - Series VII - 10.50% Per Annum.|286.78|0|0|0.010000|1|ZZ|-|BSE|INE881J07FS4|1|936430|- 
89383|ECLFINANCE|Secured Redeemable NCDs - Series VII - 10.60% Per Annum.|1080|0|0|0.010000|1|NS|-|BSE|INE804IA7022|1|936400|- 
65388|1075SEFL24|Secured Redeemable NCDs - Series VII - 10.75% Per Annum.|271.71|0|0|0.010000|1|ZZ|-|BSE|INE872A07VC3|1|936670|- 
13790|935SEFL23|Secured Redeemable NCDs - Series VII - 9.35% Per Annum.|300.3|0|0|0.010000|1|ZZ|-|BSE|INE881J07FH7|1|936182|- 
13120|ECLFINANCE|Secured Redeemable NCDs - Series VII - 9.85% Per Annum.|958|0|0|0.010000|1|NK|-|BSE|INE804I079Y6|1|936254|- 
50145|IBUCCREDIT|Secured Redeemable NCDs - Series VII - Category I & II - 9.10% Per Annum.|1000|0|0|0.010000|1|NC|-|BSE|INE244L07176|1|936280|- 
50146|IBUCCREDIT|Secured Redeemable NCDs - Series VII - Category III & IV - 9.20% Per Annum.|920|0|0|0.010000|1|ND|-|BSE|INE244L07184|1|936282|- 
18147|SRTRANSFIN|Secured Redeemable NCDs - Series VII - Zero Coupon.|1473|0|0|0.010000|1|YN|-|BSE|INE721A07NZ0|1|936240|- 
29119|IBULHSGFIN|Secured Redeemable NCDs - Series VII - Zero Coupon.|1399|0|0|0.010000|1|NB|-|BSE|INE148I07GN9|1|935862|- 
114735|SRTRANSFIN|Secured Redeemable NCDs - Series VII - Zero Coupon.|1450|0|0|0.010000|1|YU|-|BSE|INE721A07OH6|1|936336|- 
38803|0MHFL26|Secured Redeemable NCDs - Series VII - Zero Coupon.|1380|0|0|0.010000|1|ZZ|-|BSE|INE360T07082|1|936959|- 
18514|11IML26|Secured Redeemable NCDs - Series VIII - 11.00% Monthly coupon.|1003|0|0|0.010000|1|ZZ|-|BSE|INE0BUS07098|1|937741|- 
13791|0SEFL23|Secured Redeemable NCDs - Series VIII - Zero Coupon.|573|0|0|0.010000|1|ZZ|-|BSE|INE881J07FI5|1|936184|- 
65391|0SEFL24B|Secured Redeemable NCDs - Series VIII - Zero Coupon.|329.6|0|0|0.010000|1|ZZ|-|BSE|INE872A07VD1|1|936672|- 
58002|0SEFL24A|Secured Redeemable NCDs - Series VIII - Zero Coupon.|290.55|0|0|0.010000|1|ZZ|-|BSE|INE881J07FT2|1|936432|- 
13799|96SEFL28|Secured Redeemable NCDs - Series X - 9.60% Per Annum.|250.2|0|0|0.010000|1|ZZ|-|BSE|INE881J07FK1|1|936188|- 
21014|MFL29NOV18D|Secured Redeemable NCDs - Series X - Zero Coupon.|1552|0|0|0.010000|1|ZZ|-|BSE|INE522D07AP4|1|936374|- 
23082|0MHIL26|Secured Redeemable NCDs - Series X - Zero Coupon.|1420|0|0|0.010000|1|ZZ|-|BSE|INE652X07100|1|936656|- 
13800|0SEFL28|Secured Redeemable NCDs - Series XI - Zero Coupon.|1140|0|0|0.010000|1|ZZ|-|BSE|INE881J07FL9|1|936190|- 
28665|JMFPL25|Secured Redeemable NCDs - Tranche I  - Series I - (Coupon -91-day T-bill+ 315 bps spread).|967.1|0|0|0.010000|1|ZZ|-|BSE|INE523H07BN6|1|937705|- 
19572|875MFL23|Secured Redeemable NCDs - Tranche I - Option III - 8.75% Monthly coupon|1003.05|0|0|0.010000|1|ZZ|-|BSE|INE414G07CK4|1|936138|- 
19595|9MFL23|Secured Redeemable NCDs - Tranche I - Option VI - 9.00% Per Annum.|1050|0|0|0.010000|1|ZZ|-|BSE|INE414G07CN8|1|936144|- 
19607|0MFL23|Secured Redeemable NCDs - Tranche I - Option X -Zero Coupon.|1450|0|0|0.010000|1|ZZ|-|BSE|INE414G07CR9|1|936152|- 
15597|875EFSL23|Secured Redeemable NCDs - Tranche I - Series I - 8.75% Per Annum.|1032|0|0|0.010000|1|ZZ|-|BSE|INE532F07CL3|1|937789|- 
40978|SRTRANSFIN|Secured Redeemable NCDs - Tranche I - Series I - 9.12% Monthly Coupon.|991.25|0|0|0.010000|1|Z3|-|BSE|INE721A07OY1|1|936780|- 
28673|820JMFPL26|Secured Redeemable NCDs - Tranche I - Series II - 8.20% Per Annum.|1004|0|0|0.010000|1|ZZ|-|BSE|INE523H07BO4|1|937707|- 
40979|SRTRANSFIN|Secured Redeemable NCDs - Tranche I - Series II - 9.22% Monthly Coupon.|1016|0|0|0.010000|1|Z4|-|BSE|INE721A07OZ8|1|936782|- 
15598|EFSL281221|Secured Redeemable NCDs - Tranche I - Series II - Zero Coupon.|1000.1|0|0|0.010000|1|ZZ|-|BSE|INE532F07CM1|1|937791|- 
19623|POONAWALLA|Secured Redeemable NCDs - Tranche I - Series III - 10.04% Monthly Coupon.|1003.01|0|0|0.010000|1|N3|-|BSE|INE511C07672|1|936628|- 
28676|791JMFPL26|Secured Redeemable NCDs - Tranche I - Series III - 7.91% Monthly coupon.|1003.9|0|0|0.010000|1|ZZ|-|BSE|INE523H07BP1|1|937709|- 
16370|875EFSL24A|Secured Redeemable NCDs - Tranche I - Series III - 8.75% Monthly coupon.|945.2|0|0|0.010000|1|ZZ|-|BSE|INE532F07CN9|1|937793|- 
40980|SRTRANSFIN|Secured Redeemable NCDs - Tranche I - Series III - 9.31% Monthly Coupon.|1001.84|0|0|0.010000|1|Z5|-|BSE|INE721A07PA8|1|936784|- 
46763|975MFL24A|Secured Redeemable NCDs - Tranche I - Series III - 9.75% Monthly Coupon.|1050|0|0|0.010000|1|ZZ|-|BSE|INE414G07DD7|1|936538|- 
19624|POONAWALLA|Secured Redeemable NCDs - Tranche I - Series IV - 10.50% Per Annum.|1149|0|0|0.010000|1|N4|-|BSE|INE511C07680|1|936630|- 
28687|830JMFPL30|Secured Redeemable NCDs - Tranche I - Series IV - 8.30% Per Annum.|965|0|0|0.010000|1|ZZ|-|BSE|INE523H07BQ9|1|937711|- 
16371|91EFSL24A|Secured Redeemable NCDs - Tranche I - Series IV - 9.10% Per Annum.|1020|0|0|0.010000|1|ZZ|-|BSE|INE532F07CO7|1|937795|- 
72039|104EFL29|Secured Redeemable NCDs - Tranche I - Series IX - 10.40% Per Annum.|1098|0|0|0.010000|1|ZZ|-|BSE|INE804IA7147|1|936724|- 
16768|93EFSL31A|Secured Redeemable NCDs - Tranche I - Series IX - 9.30% Monthly coupon.|907.23|0|0|0.010000|1|ZZ|-|BSE|INE532F07CT6|1|937805|- 
40992|SRTRANSFIN|Secured Redeemable NCDs - Tranche I - Series IX - Zero Coupon.|1335|0|0|0.010000|1|ZB|-|BSE|INE721A07PG5|1|936796|- 
46769|0MFL24A|Secured Redeemable NCDs - Tranche I - Series IX - Zero Coupon.|1405|0|0|0.010000|1|ZZ|-|BSE|INE414G07DA3|1|936550|- 
40986|SRTRANSFIN|Secured Redeemable NCDs - Tranche I - Series V - 9.50% Per Annum.|1010.01|0|0|0.010000|1|Z7|-|BSE|INE721A07PC4|1|936788|- 
72035|995EFL24A|Secured Redeemable NCDs - Tranche I - Series V - 9.95% Monthly Coupon.|990|0|0|0.010000|1|ZZ|-|BSE|INE804IA7105|1|936716|- 
16613|EFSL281221A|Secured Redeemable NCDs - Tranche I - Series V - Zero Coupon.|1006|0|0|0.010000|1|ZZ|-|BSE|INE532F07CP4|1|937797|- 
19625|POONAWALLA|Secured Redeemable NCDs - Tranche I - Series V - Zero Coupon.|1379|0|0|0.010000|1|N5|-|BSE|INE511C07698|1|936632|- 
46766|10MFL24|Secured Redeemable NCDs - Tranche I - Series VI - 10.00% Per Annum.|1090|0|0|0.010000|1|ZZ|-|BSE|INE414G07DG0|1|936544|- 
19629|POONAWALLA|Secured Redeemable NCDs - Tranche I - Series VI - 10.27% Monthly Coupon.|1038|0|0|0.010000|1|N6|-|BSE|INE511C07706|1|936634|- 
72036|104EFL24|Secured Redeemable NCDs - Tranche I - Series VI - 10.40% Per Annum.|1028|0|0|0.010000|1|ZZ|-|BSE|INE804IA7113|1|936718|- 
94615|DHANILOANS|Secured Redeemable NCDs - Tranche I - Series VI - 10.50% Monthly Coupon.|1010|0|0|0.010000|1|N6|-|BSE|INE614X07076|1|936504|- 
27813|SREINFRA|Secured Redeemable NCDs - Tranche I - Series VI - 8.65% Monthly Coupon.|400|0|0|0.010000|1|YJ|-|BSE|INE872A07UQ5|1|936110|- 
16648|915EFSL26A|Secured Redeemable NCDs - Tranche I - Series VI - 9.15% Monthly coupon.|970|0|0|0.010000|1|ZZ|-|BSE|INE532F07CQ2|1|937799|- 
40987|SRTRANSFIN|Secured Redeemable NCDs - Tranche I - Series VI - 9.60% Per Annum.|1010.1|0|0|0.010000|1|Z8|-|BSE|INE721A07PD2|1|936790|- 
86244|975SCUF24|Secured Redeemable NCDs - Tranche I - Series VI - 9.75% Per Annum.|1052.02|0|0|0.010000|1|ZZ|-|BSE|INE722A07935|1|936602|- 
19631|POONAWALLA|Secured Redeemable NCDs - Tranche I - Series VII - 10.75% Per Annum.|1040.2|0|0|0.010000|1|N7|-|BSE|INE511C07714|1|936636|- 
94616|DHANILOANS|Secured Redeemable NCDs - Tranche I - Series VII - 11.00% Per Annum.|1025|0|0|0.010000|1|N7|-|BSE|INE614X07084|1|936506|- 
27814|SREINFRA|Secured Redeemable NCDs - Tranche I - Series VII - 9.00% Per Annum.|400|0|0|0.010000|1|YK|-|BSE|INE872A07UR3|1|936112|- 
