instrumentToken|instrumentName|name|lastPrice|expiry|strike|tickSize|lotSize|instrumentType|segment|exchange|isin|multiplier|exchangeToken|OptionType 
18310|GANECOS|Ganesha Ecosphere Ltd|785.9|0|0|0.050000|1|EQ|CASH|NSE|INE845D01014|1|6944|- 
17385|GANGAFORGE|Ganga Forging Ltd|5.35|0|0|0.050000|1|EQ|CASH|NSE|INE691Z01023|1|4957|- 
35308|GANGESSECU|Ganges Securities Ltd|104.8|0|0|0.050000|1|EQ|CASH|NSE|INE335W01016|1|21399|- 
11871|GRSE|Garden Reach Shipbuilders & Engineers Ltd|445.55|0|0|0.050000|1|EQ|CASH|NSE|INE382Z01011|1|5475|- 
485|GRWRHITECH|Garware Hi Tech Films Ltd|670.15|0|0|0.050000|1|EQ|CASH|NSE|INE291A01017|1|7982|- 
483|GARFIBRES|Garware Technical Fibres Ltd|3509.45|0|0|0.050000|1|EQ|CASH|NSE|INE276A01018|1|1100|- 
11971|GATEWAY|Gateway Distriparks Ltd|69.3|0|0|0.050000|1|EQ|CASH|NSE|INE079J01017|1|8510|- 
6562|GATI|Gati Ltd|176.25|0|0|0.050000|1|EQ|CASH|NSE|INE152B01027|1|13688|- 
2910|GEPIL|GE Power India Ltd|144|0|0|0.050000|1|EQ|CASH|NSE|INE878A01011|1|7862|- 
1167|GET&D|GE T&D India Ltd|127.45|0|0|0.050000|1|EQ|CASH|NSE|INE200A01026|1|16783|- 
8257|GEECEE|Geecee Ventures Ltd|145.25|0|0|0.050000|1|EQ|CASH|NSE|INE916G01016|1|13658|- 
16538|GEEKAYWIRE|Geekay Wires Ltd|56.05|0|0|0.050000|1|EQ|CASH|NSE|INE669X01016|1|17922|- 
1907|GICRE|General Insurance Corporation of India|120.4|0|0|0.050000|1|EQ|CASH|NSE|INE481Y01014|1|277|- 
33929|GENCON|Generic Engineering Construction & Projects Ltd|30.9|0|0|0.050000|1|EQ|CASH|NSE|INE854S01022|1|2188|- 
3914|GENESYS|Genesys International Corporation Ltd|545.4|0|0|0.050000|1|EQ|CASH|NSE|INE727B01026|1|10905|- 
14127|GENUSPAPER|Genus Paper & Boards Ltd|17.3|0|0|0.050000|1|EQ|CASH|NSE|INE949P01018|1|6600|- 
5778|GENUSPOWER|Genus Power Infrastructures Ltd|81.75|0|0|0.050000|1|EQ|CASH|NSE|INE955D01029|1|11905|- 
6831|GEOJITFSL|Geojit Financial Services Ltd|47.25|0|0|0.050000|1|EQ|CASH|NSE|INE007B01023|1|11896|- 
1232|GFLLIMITED|GFL Ltd|67.95|0|0|0.050000|1|EQ|CASH|NSE|INE538A01037|1|1289|- 
1175|GHCL|GHCL Ltd|662.1|0|0|0.050000|1|EQ|CASH|NSE|INE539A01019|1|1127|- 
1177|GICHSGFIN|GIC Housing Finance Ltd|131.85|0|0|0.050000|1|EQ|CASH|NSE|INE289B01019|1|1139|- 
7878|GILLANDERS|Gillanders Arbuthnot & Company Ltd|61.95|0|0|0.050000|1|EQ|CASH|NSE|INE047B01011|1|17839|- 
1367|GILLETTE|Gillette India Ltd|5172.8|0|0|0.050000|1|EQ|CASH|NSE|INE322A01010|1|1576|- 
489|GINNIFILA|Ginni Filaments Ltd|34.05|0|0|0.050000|1|EQ|CASH|NSE|INE424C01010|1|1142|- 
9873|GKWLIMITED|GKW Ltd|590.7|0|0|0.050000|1|EQ|CASH|NSE|INE528A01020|1|17357|- 
13099|GLAND|Gland Pharma Ltd|2225.3|0|0|0.050000|1|EQ|CASH|NSE|INE068V01023|1|1186|- 
1183|GLAXO|Glaxosmithkline Pharmaceuticals Ltd|1363.65|0|0|0.050000|1|EQ|CASH|NSE|INE159A01016|1|1153|- 
16684|GLS|Glenmark Life Sciences Ltd|420.5|0|0|0.050000|1|EQ|CASH|NSE|INE03Q201024|1|5265|- 
3051|GLENMARK|Glenmark Pharmaceuticals Ltd|401.6|0|0|0.050000|1|EQ|CASH|NSE|INE935A01035|1|7406|- 
13367|GLOBAL|Global Education Ltd|287.15|0|0|0.050000|1|EQ|CASH|NSE|INE291W01029|1|1415|- 
8295|GLOBALVECT|Global Vectra Helicorp Ltd|53.7|0|0|0.050000|1|EQ|CASH|NSE|INE792H01019|1|13735|- 
13084|GLOBE|Globe Textiles (India) Ltd|5.25|0|0|0.050000|1|EQ|CASH|NSE|INE581X01021|1|393|- 
9943|GLOBUSSPR|Globus Spirits Ltd|787.6|0|0|0.050000|1|EQ|CASH|NSE|INE615I01010|1|17424|- 
88465|GMM|GMM Pfaudler Ltd|1851.15|0|0|0.050000|1|EQ|CASH|NSE|INE541A01023|1|1570|- 
8185|GMRINFRA|GMR Airports Infrastructure Ltd|35.55|0|0|0.050000|1|EQ|CASH|NSE|INE776C01039|1|13528|- 
12192|GMRP&UI|GMR Power & Urban Infra Ltd|25.75|0|0|0.050000|1|EQ|CASH|NSE|INE0CU601026|1|8529|- 
26124|GNA|GNA Axles Ltd|670.25|0|0|0.050000|1|EQ|CASH|NSE|INE934S01014|1|18571|- 
7909|GOCOLORS|Go Fashion (India) Ltd|1350.65|0|0|0.050000|1|EQ|CASH|NSE|INE0BJS01011|1|6964|- 
4663|GOACARBON|Goa Carbon Ltd|418.55|0|0|0.050000|1|EQ|CASH|NSE|INE426D01013|1|14687|- 
14|GOCLCORP|GOCL Corporation Ltd|266.25|0|0|0.050000|1|EQ|CASH|NSE|INE077F01035|1|3963|- 
7964|GPIL|Godawari Power & Ispat Ltd|264.4|0|0|0.050000|1|EQ|CASH|NSE|INE177H01021|1|13409|- 
492|GODFRYPHLP|Godfrey Phillips India Ltd|1490.3|0|0|0.050000|1|EQ|CASH|NSE|INE260B01028|1|1181|- 
14004|GODHA|Godha Cabcon and Insulation Ltd|2.8|0|0|0.050000|1|EQ|CASH|NSE|INE925Y01036|1|1607|- 
14548|GODREJAGRO|Godrej Agrovet Ltd|511.45|0|0|0.050000|1|EQ|CASH|NSE|INE850D01014|1|144|- 
3824|GODREJCP|Godrej Consumer Products Ltd|821|0|0|0.050000|1|EQ|CASH|NSE|INE102D01028|1|10099|- 
3918|GODREJIND|Godrej Industries Ltd|431.8|0|0|0.050000|1|EQ|CASH|NSE|INE233A01035|1|10925|- 
10058|GODREJPROP|Godrej Properties Ltd|1212.05|0|0|0.050000|1|EQ|CASH|NSE|INE484J01027|1|17875|- 
4290|GOKEX|Gokaldas Exports Ltd|352.3|0|0|0.050000|1|EQ|CASH|NSE|INE887G01027|1|11778|- 
12920|GOKULAGRO|Gokul Agro Resources Ltd|139.7|0|0|0.050000|1|EQ|CASH|NSE|INE314T01025|1|14480|- 
9348|GOKUL|Gokul Refoils and Solvent Ltd|33.9|0|0|0.050000|1|EQ|CASH|NSE|INE020J01029|1|16705|- 
7018|GOLDIAM|Goldiam International Ltd|122.3|0|0|0.050000|1|EQ|CASH|NSE|INE025B01025|1|11971|- 
3796|GOLDTECH|Goldstone Technologies Ltd|53.75|0|0|0.050000|1|EQ|CASH|NSE|INE805A01014|1|9874|- 
12461|GOODLUCK|Goodluck India Ltd|443|0|0|0.050000|1|EQ|CASH|NSE|INE127I01024|1|6125|- 
496|GOODYEAR|Goodyear India Ltd|1026.55|0|0|0.050000|1|EQ|CASH|NSE|INE533A01012|1|1205|- 
4118|GULFPETRO|GP Petroleums Ltd|53.55|0|0|0.050000|1|EQ|CASH|NSE|INE586G01017|1|11581|- 
75365|GPTINFRA|GPT Infraprojects Ltd|122.7|0|0|0.050000|1|EQ|CASH|NSE|INE390G01014|1|17685|- 
6632|GRANULES|Granules India Ltd|354.45|0|0|0.050000|1|EQ|CASH|NSE|INE101D01020|1|11872|- 
936|GRAPHITE|Graphite India Ltd|356.25|0|0|0.050000|1|EQ|CASH|NSE|INE371A01025|1|592|- 
1212|GRASIM|Grasim Industries Ltd|1714.7|0|0|0.050000|1|EQ|CASH|NSE|INE047A01021|1|1232|- 
13093|GRAUWEIL|Grauer & Weil (India) Ltd|93.9|0|0|0.050000|1|EQ|CASH|NSE|INE266D01021|1|5200|- 
10525|GRAVITA|Gravita India Ltd|379.45|0|0|0.050000|1|EQ|CASH|NSE|INE024L01027|1|20534|- 
1171|GESHIP|Great Eastern Shipping Company Ltd|524.85|0|0|0.050000|1|EQ|CASH|NSE|INE017A01032|1|13776|- 
1215|GREAVESCOT|Greaves Cotton Ltd|147.75|0|0|0.050000|1|EQ|CASH|NSE|INE224A01026|1|1235|- 
41916|GREENLAM|Greenlam Industries Ltd|320.4|0|0|0.050000|1|EQ|CASH|NSE|INE544R01021|1|6848|- 
19600|GREENPANEL|Greenpanel Industries Ltd|383.05|0|0|0.050000|1|EQ|CASH|NSE|INE08ZM01014|1|13810|- 
54|GREENPLY|Greenply Industries Ltd|180.1|0|0|0.050000|1|EQ|CASH|NSE|INE461C01038|1|3987|- 
1217|GRINDWELL|Grindwell Norton Ltd|2020.6|0|0|0.050000|1|EQ|CASH|NSE|INE536A01023|1|13560|- 
14554|GRMOVER|GRM Overseas Ltd|382.65|0|0|0.050000|1|EQ|CASH|NSE|INE192H01020|1|10871|- 
11975|GRPLTD|GRP Ltd|1885.8|0|0|0.050000|1|EQ|CASH|NSE|INE137I01015|1|6543|- 
9272|GSS|GSS Infotech Ltd|262.1|0|0|0.050000|1|EQ|CASH|NSE|INE871H01011|1|15347|- 
8308|GTLINFRA|GTL Infrastructure Ltd|1.3|0|0|0.050000|1|EQ|CASH|NSE|INE221H01019|1|13745|- 
1190|GTL|GTL Ltd|7.8|0|0|0.050000|1|EQ|CASH|NSE|INE043A01012|1|1162|- 
94433|GTPL|GTPL Hathway Ltd|142.2|0|0|0.050000|1|EQ|CASH|NSE|INE869I01013|1|21195|- 
4135|GUFICBIO|Gufic BioSciences Ltd|222.85|0|0|0.050000|1|EQ|CASH|NSE|INE742B01025|1|11606|- 
1227|GUJALKALI|Gujarat Alkalies & Chemicals Ltd|887.65|0|0|0.050000|1|EQ|CASH|NSE|INE186A01019|1|1267|- 
3407|GAEL|Gujarat Ambuja Exports Ltd|250.95|0|0|0.050000|1|EQ|CASH|NSE|INE036B01030|1|8828|- 
351|GUJAPOLLO|Gujarat Apollo Industries Ltd|197.65|0|0|0.050000|1|EQ|CASH|NSE|INE826C01016|1|14677|- 
13726|FLUOROCHEM|Gujarat Fluorochemicals Ltd|3879.25|0|0|0.050000|1|EQ|CASH|NSE|INE09N301011|1|13750|- 
12646|GUJGASLTD|Gujarat Gas Ltd|517.2|0|0|0.050000|1|EQ|CASH|NSE|INE844O01030|1|10599|- 
1180|GIPCL|Gujarat Industries Power Co Ltd|84|0|0|0.050000|1|EQ|CASH|NSE|INE162A01010|1|1145|- 
1197|GMDCLTD|Gujarat Mineral Development Corporation Ltd|138.8|0|0|0.050000|1|EQ|CASH|NSE|INE131A01031|1|5204|- 
1200|GNFC|Gujarat Narmada Valley Fertilizers & Chemicals Ltd|720.15|0|0|0.050000|1|EQ|CASH|NSE|INE113A01013|1|1174|- 
10405|GPPL|Gujarat Pipavav Port Ltd|83.2|0|0|0.050000|1|EQ|CASH|NSE|INE517F01014|1|19731|- 
1237|GSCLCEMENT|Gujarat Sidhee Cement Ltd|39.8|0|0|0.050000|1|EQ|CASH|NSE|INE542A01039|1|29850|- 
1220|GSFC|Gujarat State Fertilizers & Chemicals Ltd|127.95|0|0|0.050000|1|EQ|CASH|NSE|INE026A01025|1|1247|- 
7770|GSPL|Gujarat State Petronet Ltd|218.75|0|0|0.050000|1|EQ|CASH|NSE|INE246F01010|1|13197|- 
13101|GULFOILLUB|Gulf Oil Lubricants India Ltd|410.85|0|0|0.050000|1|EQ|CASH|NSE|INE635Q01029|1|4391|- 
50652|GULPOLY|Gulshan Polyols Ltd|244.9|0|0|0.050000|1|EQ|CASH|NSE|INE255D01024|1|6286|- 
10500|GAL|Gyscoal Alloys Ltd|2.6|0|0|0.050000|1|EQ|CASH|NSE|INE482J01021|1|20296|- 
7459|HTMEDIA|H T Media Ltd|21.8|0|0|0.050000|1|EQ|CASH|NSE|INE501G01024|1|11979|- 
16445|HGINFRA|H.G. Infra Engineering Ltd|574.9|0|0|0.050000|1|EQ|CASH|NSE|INE926X01010|1|1672|- 
21294|HAPPSTMNDS|Happiest Minds Technologies Ltd|987.45|0|0|0.050000|1|EQ|CASH|NSE|INE419U01012|1|48|- 
13177|HARDWYN|Hardwyn India Ltd|267.8|0|0|0.050000|1|EQ|CASH|NSE|INE626Z01011|1|8962|- 
13173|HARIOMPIPE|Hariom Pipe Industries Ltd|284.25|0|0|0.050000|1|EQ|CASH|NSE|INE00EV01017|1|8968|- 
503|HARRMALAYA|Harrisons Malayalam Ltd|139.65|0|0|0.050000|1|EQ|CASH|NSE|INE544A01019|1|1313|- 
17952|HARSHA|Harsha Engineers International Ltd|435.35|0|0|0.050000|1|EQ|CASH|NSE|INE0JUS01029|1|11162|- 
10176|HATHWAY|Hathway Cable & Datacom Ltd|15.9|0|0|0.050000|1|EQ|CASH|NSE|INE982F01036|1|18154|- 
214855|HATSUN|Hatsun Agro Product Ltd|943.95|0|0|0.050000|1|EQ|CASH|NSE|INE473B01035|1|3892|- 
3764|HAVELLS|Havells India Ltd|1175.75|0|0|0.050000|1|EQ|CASH|NSE|INE176B01034|1|9819|- 
122|HBSL|HB Stockholdings Ltd|50.3|0|0|0.050000|1|EQ|CASH|NSE|INE550B01022|1|4116|- 
5052|HBLPOWER|HBL Power Systems Ltd|112.8|0|0|0.050000|1|EQ|CASH|NSE|INE292B01021|1|13966|- 
1244|HCL-INSYS|HCL Infosystems Ltd|16|0|0|0.050000|1|EQ|CASH|NSE|INE236A01020|1|1327|- 
3061|HCLTECH|HCL Technologies Ltd|1026.5|0|0|0.050000|1|EQ|CASH|NSE|INE860A01027|1|7229|- 
95757|HDFCAMC|HDFC Asset Management Company Ltd|2060.15|0|0|0.050000|1|EQ|CASH|NSE|INE127D01025|1|4244|- 
1250|HDFCBANK|HDFC Bank Ltd|1450.9|0|0|0.050000|1|EQ|CASH|NSE|INE040A01034|1|1333|- 
75006|HBANKETF|HDFC Banking ETF|412.32|0|0|0.010000|1|EQ|CASH|NSE|INF179KC1AN8|1|22433|- 
10379|HDFCMFGETF|HDFC Gold ETF|44.3|0|0|0.010000|1|EQ|CASH|NSE|INF179KC1981|1|19543|- 
36027|HDFCLIFE|HDFC Life Insurance Company Ltd|533.45|0|0|0.050000|1|EQ|CASH|NSE|INE795G01014|1|467|- 
97124|HDFCNIF100|HDFC Nifty 100 ETF|181.24|0|0|0.010000|1|EQ|CASH|NSE|INF179KC1DB7|1|10633|- 
24917|HDFCLOWVOL|HDFC Nifty 100 Low Volatility 30 ETF|125.17|0|0|0.010000|1|EQ|CASH|NSE|INF179KC1DN2|1|11547|- 
14453|HDFCQUAL|HDFC Nifty 100 Quality 30 ETF|38.08|0|0|0.010000|1|EQ|CASH|NSE|INF179KC1DL6|1|11255|- 
24879|HDFCMOMENT|HDFC Nifty 200 Momentum 30 ETF|188.12|0|0|0.010000|1|EQ|CASH|NSE|INF179KC1DM4|1|11538|- 
14495|HDFCVALUE|HDFC Nifty 50 Value 20 ETF|87.79|0|0|0.010000|1|EQ|CASH|NSE|INF179KC1DK8|1|11260|- 
4122|HDFCNIFETF|HDFC Nifty ETF|190.55|0|0|0.010000|1|EQ|CASH|NSE|INF179KC1965|1|11591|- 
13136|HDFCGROWTH|HDFC Nifty Growth Sectors 15 ETF|87.87|0|0|0.010000|1|EQ|CASH|NSE|INF179KC1DJ0|1|11241|- 
96361|HDFCNEXT50|HDFC Nifty Next 50 ETF|422.72|0|0|0.010000|1|EQ|CASH|NSE|INF179KC1DA9|1|10619|- 
14183|SXETF|HDFC Sensex ETF|648.29|0|0|0.010000|1|EQ|CASH|NSE|INF179KC1973|1|11593|- 
14588|HDFCSILVER|HDFC Silver ETF|56.84|0|0|0.010000|1|EQ|CASH|NSE|INF179KC1DI2|1|10876|- 
11750|HEADSUP|Heads UP Ventures Ltd|13.65|0|0|0.050000|1|EQ|CASH|NSE|INE759V01019|1|19205|- 
12168|HCG|Healthcare Global Enterprises Ltd|284.15|0|0|0.050000|1|EQ|CASH|NSE|INE075I01017|1|15555|- 
14146|HECPROJECT|HEC Infra Projects Ltd|32.05|0|0|0.050000|1|EQ|CASH|NSE|INE558R01013|1|7425|- 
1252|HEG|HEG Ltd|1078.55|0|0|0.050000|1|EQ|CASH|NSE|INE545A01016|1|1336|- 
585|HEIDELBERG|HeidelbergCement India Ltd|190.35|0|0|0.050000|1|EQ|CASH|NSE|INE578A01017|1|2316|- 
17904|HEMIPROP|Hemisphere Properties India Ltd|94.65|0|0|0.050000|1|EQ|CASH|NSE|INE0AJG01018|1|701|- 
15471|HERANBA|Heranba Industries Ltd|506.85|0|0|0.050000|1|EQ|CASH|NSE|INE694N01015|1|2614|- 
4491|HERCULES|Hercules Hoists Ltd|192.5|0|0|0.050000|1|EQ|CASH|NSE|INE688E01024|1|15288|- 
1257|HERITGFOOD|Heritage Foods Ltd|313.35|0|0|0.050000|1|EQ|CASH|NSE|INE978A01027|1|4598|- 
1260|HEROMOTOCO|Hero MotoCorp Ltd|2585.6|0|0|0.050000|1|EQ|CASH|NSE|INE158A01026|1|1348|- 
12750|HESTERBIO|Hester Biosciences Ltd|1993.75|0|0|0.050000|1|EQ|CASH|NSE|INE782E01017|1|7048|- 
11233|HEXATRADEX|Hexa Tradex Ltd|164.7|0|0|0.050000|1|EQ|CASH|NSE|INE750M01017|1|27008|- 
1262|HFCL|HFCL Ltd|78.35|0|0|0.050000|1|EQ|CASH|NSE|INE548A01028|1|21951|- 
3715|HIKAL|Hikal Ltd|327.45|0|0|0.050000|1|EQ|CASH|NSE|INE475B01022|1|9668|- 
1316|HIL|Hil Ltd|2895.35|0|0|0.050000|1|EQ|CASH|NSE|INE557A01011|1|1455|- 
8770|HILTON|Hilton Metal Forging Ltd|68.45|0|0|0.050000|1|EQ|CASH|NSE|INE788H01017|1|14627|- 
1264|HSCL|Himadri Speciality Chemical Ltd|101.75|0|0|0.050000|1|EQ|CASH|NSE|INE019C01026|1|14334|- 
1268|HIMATSEIDE|Himatsingka Seide Ltd|92.85|0|0|0.050000|1|EQ|CASH|NSE|INE049A01027|1|1360|- 
9|HIRECT|Hind Rectifiers Ltd|241.15|0|0|0.050000|1|EQ|CASH|NSE|INE835D01023|1|13890|- 
1271|HINDALCO|Hindalco Industries Ltd|398.4|0|0|0.050000|1|EQ|CASH|NSE|INE038A01020|1|1363|- 
8828|HGS|Hinduja Global Solutions Ltd|1213.1|0|0|0.050000|1|EQ|CASH|NSE|INE170I01016|1|14712|- 
6821|HAL|Hindustan Aeronautics Ltd|2503.85|0|0|0.050000|1|EQ|CASH|NSE|INE066F01012|1|2303|- 
281|HINDCOMPOS|Hindustan Composites Ltd|324.45|0|0|0.050000|1|EQ|CASH|NSE|INE310C01029|1|1372|- 
1273|HCC|Hindustan Construction Company Ltd|14|0|0|0.050000|1|EQ|CASH|NSE|INE549A01026|1|1375|- 
4929|HINDCOPPER|Hindustan Copper Ltd|106.25|0|0|0.050000|1|EQ|CASH|NSE|INE531E01026|1|17939|- 
26568|HNDFDS|Hindustan Foods Ltd|487.3|0|0|0.050000|1|EQ|CASH|NSE|INE254N01026|1|12173|- 
10336|HMVL|Hindustan Media Ventures Ltd|52.3|0|0|0.050000|1|EQ|CASH|NSE|INE871K01015|1|19211|- 
1285|HINDMOTORS|Hindustan Motors Ltd|16.05|0|0|0.050000|1|EQ|CASH|NSE|INE253A01025|1|21676|- 
1287|HINDOILEXP|Hindustan Oil Exploration Company Ltd|139.1|0|0|0.050000|1|EQ|CASH|NSE|INE345A01011|1|1403|- 
1290|HINDPETRO|Hindustan Petroleum Corporation Ltd|209.8|0|0|0.050000|1|EQ|CASH|NSE|INE094A01015|1|1406|- 
1283|HINDUNILVR|Hindustan Unilever Ltd|2505.4|0|0|0.050000|1|EQ|CASH|NSE|INE030A01027|1|1394|- 
1296|HINDZINC|Hindustan Zinc Ltd|284.2|0|0|0.050000|1|EQ|CASH|NSE|INE267A01025|1|1424|- 
12236|HINDWAREAP|Hindware Home Innovation Ltd|375.5|0|0|0.050000|1|EQ|CASH|NSE|INE05AN01011|1|15883|- 
62333|HISARMET|Hisar Metal Industries Ltd|124.65|0|0|0.050000|1|EQ|CASH|NSE|INE598C01011|1|19322|- 
102783|POWERINDIA|Hitachi Energy India Ltd|3187.95|0|0|0.050000|1|EQ|CASH|NSE|INE07Y701011|1|18457|- 
5520|HITECHCORP|Hitech Corporation Ltd|235.8|0|0|0.050000|1|EQ|CASH|NSE|INE120D01012|1|15161|- 
87460|HITECH|Hi-Tech Pipes Ltd|650|0|0|0.050000|1|EQ|CASH|NSE|INE106T01017|1|2868|- 
22451|HLEGLAS|HLE Glascoat Ltd|663.35|0|0|0.050000|1|EQ|CASH|NSE|INE461D01028|1|2289|- 
1312|HLVLTD|HLV Ltd|9.75|0|0|0.050000|1|EQ|CASH|NSE|INE102A01024|1|1448|- 
11803|HOMEFIRST|Home First Finance Company India Ltd|730.4|0|0|0.050000|1|EQ|CASH|NSE|INE481N01025|1|2056|- 
1941|HONDAPOWER|Honda India Power Products Ltd|1655.35|0|0|0.050000|1|EQ|CASH|NSE|INE634A01018|1|3138|- 
2051|HONAUT|Honeywell Automation India Ltd|38091.2|0|0|0.050000|1|EQ|CASH|NSE|INE671A01010|1|3417|- 
22010|HUDCO|Housing & Urban Development Corporation Ltd|35.95|0|0|0.050000|1|EQ|CASH|NSE|INE031A01017|1|20825|- 
1247|HDFC|Housing Development Finance Corporation Ltd|2356.7|0|0|0.050000|1|EQ|CASH|NSE|INE001A01036|1|1330|- 
8240|HOVS|HOV Services Ltd|54.4|0|0|0.050000|1|EQ|CASH|NSE|INE596H01014|1|13592|- 
5134|HPAL|HP Adhesives Ltd|401|0|0|0.050000|1|EQ|CASH|NSE|INE0GSL01016|1|7376|- 
80967|HPL|HPL Electric & Power Ltd|95.05|0|0|0.050000|1|EQ|CASH|NSE|INE495S01016|1|18679|- 
1735|HUHTAMAKI|Huhtamaki India Ltd|222.5|0|0|0.050000|1|EQ|CASH|NSE|INE275B01026|1|2562|- 
1338|IGPL|I G Petrochemicals Ltd|538.15|0|0|0.050000|1|EQ|CASH|NSE|INE204A01010|1|14086|- 
1324|ICICIBANK|ICICI Bank Ltd|925.05|0|0|0.050000|1|EQ|CASH|NSE|INE090A01021|1|4963|- 
11783|ICICIGI|ICICI Lombard General Insurance Company Ltd|1153.95|0|0|0.050000|1|EQ|CASH|NSE|INE765G01017|1|21770|- 
20626|ICICIFMCG|ICICI Prudential FMCG ETF|445.76|0|0|0.010000|1|EQ|CASH|NSE|INF109KC1R48|1|5306|- 
10419|ICICIGOLD|ICICI Prudential Gold ETF|44.98|0|0|0.010000|1|EQ|CASH|NSE|INF109KC1NT3|1|19679|- 
37243|ICICIPHARM|ICICI Prudential Healthcare ETF|83.62|0|0|0.010000|1|EQ|CASH|NSE|INF109KC1Q72|1|3626|- 
14479|ICICITECH|ICICI Prudential IT ETF|29.7|0|0|0.010000|1|EQ|CASH|NSE|INF109KC16I6|1|22365|- 
11744|ICICIPRULI|ICICI Prudential Life Insurance Company Ltd|503.8|0|0|0.050000|1|EQ|CASH|NSE|INE726G01019|1|18652|- 
1939|ICICINF100|ICICI Prudential Nifty 100 ETF|195.73|0|0|0.010000|1|EQ|CASH|NSE|INF109KA1962|1|30392|- 
95939|ICICILOVOL|ICICI Prudential Nifty 100 Low Volatility 30 ETF|139.71|0|0|0.010000|1|EQ|CASH|NSE|INF109KB10T8|1|21254|- 
18978|ICICIMOM30|ICICI Prudential Nifty 200 Momentum 30 ETF|19.82|0|0|0.010000|1|EQ|CASH|NSE|INF109KC17C7|1|10585|- 
13819|ICICI5GSEC|ICICI Prudential Nifty 5 Yr Benchmark G-Sec ETF|50.93|0|0|0.010000|1|EQ|CASH|NSE|INF109KC14A8|1|8342|- 
21383|ICICIALPLV|ICICI Prudential Nifty Alpha Low Volatility 30 ETF|174.94|0|0|0.010000|1|EQ|CASH|NSE|INF109KC1N59|1|22344|- 
7731|ICICIAUTO|ICICI Prudential Nifty Auto ETF|130.78|0|0|0.010000|1|EQ|CASH|NSE|INF109KC1Y49|1|7844|- 
12600|ICICIBANKN|ICICI Prudential Nifty Bank ETF|41.21|0|0|0.010000|1|EQ|CASH|NSE|INF109KC15I8|1|11037|- 
25912|ICICINIFTY|ICICI Prudential Nifty ETF|191.37|0|0|0.010000|1|EQ|CASH|NSE|INF109K012R6|1|29553|- 
12269|ICICICONSU|ICICI Prudential Nifty India Consumption ETF|78.2|0|0|0.010000|1|EQ|CASH|NSE|INF109KC1V42|1|6446|- 
12332|ICICIINFRA|ICICI Prudential Nifty Infrastructure ETF|51.45|0|0|0.010000|1|EQ|CASH|NSE|INF109KC16E5|1|10723|- 
27711|ICICIM150|ICICI Prudential Nifty Midcap 150 ETF|119.58|0|0|0.010000|1|EQ|CASH|NSE|INF109KC1G82|1|17152|- 
12315|ICICINXT50|ICICI Prudential Nifty Next 50 ETF|43.28|0|0|0.010000|1|EQ|CASH|NSE|INF109KC1NS5|1|4529|- 
18996|ICICIBANKP|ICICI Prudential Nifty Private Bank ETF|209.44|0|0|0.010000|1|EQ|CASH|NSE|INF109KC1E35|1|11386|- 
13727|ICICINV20|ICICI Prudential NV20 ETF|96.22|0|0|0.010000|1|EQ|CASH|NSE|INF109KB1WY5|1|17475|- 
13003|ICICI500|ICICI Prudential S&P BSE 500 ETF|25.48|0|0|0.010000|1|EQ|CASH|NSE|INF109KC1V59|1|3001|- 
89366|ICICILIQ|ICICI Prudential S&P BSE Liquid Rate ETF|999.99|0|0|0.010000|1|EQ|CASH|NSE|INF109KC1KT9|1|4838|- 
13728|ICICIMCAP|ICICI Prudential S&P BSE Midcap Select ETF|104.03|0|0|0.010000|1|EQ|CASH|NSE|INF109KB1XT3|1|17702|- 
7737|ICICISENSX|ICICI Prudential S&P BSE Sensex ETF|653.51|0|0|0.010000|1|EQ|CASH|NSE|INF346A01034|1|4378|- 
11959|ICICISILVE|ICICI Prudential Silver ETF|58.94|0|0|0.010000|1|EQ|CASH|NSE|INF109KC1Y56|1|7942|- 
11903|ISEC|ICICI Securities Ltd|509.6|0|0|0.050000|1|EQ|CASH|NSE|INE763G01038|1|2489|- 
8719|ICRA|ICRA Ltd|4146.85|0|0|0.050000|1|EQ|CASH|NSE|INE725G01011|1|14523|- 
1327|IDBI|IDBI Bank Ltd|45.05|0|0|0.050000|1|EQ|CASH|NSE|INE008A01015|1|1476|- 
11034|IDBIGOLD|IDBI Gold ETF|4673.2|0|0|0.050000|1|EQ|CASH|NSE|INF397L01554|1|25640|- 
50056|IDFCFIRSTB|IDFC First Bank Ltd|56.5|0|0|0.050000|1|EQ|CASH|NSE|INE092T01019|1|11184|- 
7373|IDFC|IDFC Ltd|76.15|0|0|0.050000|1|EQ|CASH|NSE|INE043D01016|1|11957|- 
13185|IDFNIFTYET|IDFC Nifty ETF|188.4|0|0|0.010000|1|EQ|CASH|NSE|INF194KA1U07|1|18783|- 
1329|IFBAGRO|IFB Agro Industries Ltd|549.65|0|0|0.050000|1|EQ|CASH|NSE|INE076C01018|1|1482|- 
1331|IFBIND|IFB Industries Ltd|931.5|0|0|0.050000|1|EQ|CASH|NSE|INE559A01017|1|1485|- 
1334|IFCI|IFCI Ltd|10.25|0|0|0.050000|1|EQ|CASH|NSE|INE039A01010|1|1491|- 
24370|IFGLEXPOR|IFGL Refractories Ltd|251.05|0|0|0.050000|1|EQ|CASH|NSE|INE133Y01011|1|436|- 
957|IGARASHI|Igarashi Motors India Ltd|408.55|0|0|0.050000|1|EQ|CASH|NSE|INE188B01013|1|634|- 
